Inventory_ID,Inventory_UPC,Supplier_ID,Supplier_Input_Date,Supplier_Name,Supplier_Price,Inventory_Qty,Inventory_Who_Created,Inventory_When_Created,Supplier_Invoice_No,VENDOR,IMPORT_ID,LAST_INVENTORY_QTY
1215,071008114339,,8/15/2012,SALE,26.00,-1,,,0100,,,-204
1216,120815093119,,8/16/2012,SALE,10.50,-72,,,9005,,,-77
1217,120815094339,,8/16/2012,SALE,20.00,-54,,,9005,,,-54
1218,071008114339,,8/16/2012,SALE,25.00,-1,,,0100,,,-205
1219,101023094029,,8/18/2012,SALE,22.00,-1,,,2613,,,-5
1220,070129130429,,8/19/2012,SALE,45.00,-1,,,9005,,,-30
1221,071008114339,,8/20/2012,SALE,24.00,-1,,,0100,,,-206
1222,071008114339,,8/20/2012,VOID,24.00,1,,,0100,,,-205
1223,111123123129,,8/20/2012,SALE,48.75,-3,,,4471,,,-684
1224,111123123129,,8/21/2012,SALE,46.25,-6,,,8198,,,-690
1225,071008114339,,8/21/2012,SALE,0.00,-1,,,32071,,,-206
1226,071008114339,,8/21/2012,SALE,24.00,-1,,,0100,,,-207
1227,111123123129,,8/22/2012,SALE,47.50,-1,,,2892,,,-691
1228,111123123129,,8/23/2012,SALE,46.25,-5,,,5201,,,-696
1229,120209083659,,8/23/2012,SALE,112.00,-2,,,5201,,,-77
1230,120402104529,,8/24/2012,SALE,32.00,-5,,,2368,,,-1216
1231,120402104529,,8/24/2012,SALE,25.00,-5,,,1074,,,-1221
1232,111121111559,,8/24/2012,SALE,46.00,-1,,,0100,,,-31
1233,110818090139,,8/25/2012,SALE,115.00,-1,,,3401,,,-8
1234,070129121149,,8/25/2012,SALE,28.00,-2,,,6100,,,-106
1235,120726094729,,8/25/2012,SALE,14.00,-20,,,1074,,,-40
1236,120726094729,,8/26/2012,SALE,13.00,-5,,,5478,,,-45
1237,111123123129,,8/26/2012,SALE,46.25,-3,,,5478,,,-699
1238,110406111749,,8/26/2012,SALE,19.50,-3,,,5478,,,-578
1239,120802084819,,8/26/2012,SALE,19.50,-3,,,5478,,,-3
1240,120319124519,,8/26/2012,SALE,65.00,-1,,,5478,,,-14
1241,071008114339,,8/26/2012,SALE,28.00,-1,,,0100,,,-208
1242,120209083659,,8/27/2012,SALE,112.00,-1,,,9005,,,-78
1243,120209083659,,8/27/2012,VOID,112.00,1,,,9005,,,-77
1244,120209083659,,8/27/2012,SALE,112.00,-2,,,9005,,,-79
1245,120427131039,,8/28/2012,SALE,27.68,-1,,,9490,,,-2
1246,111121111559,,8/28/2012,SALE,38.20,-1,,,9490,,,-32
1247,111123123129,,8/28/2012,SALE,46.25,-1,,,2613,,,-700
1248,111123123129,,8/28/2012,SALE,48.75,-2,,,88006,,,-702
1249,071008114339,,8/28/2012,SALE,24.00,-1,,,0100,,,-209
1250,111123123129,,8/29/2012,SALE,46.25,-6,,,8198,,,-708
1251,071008114339,,8/29/2012,SALE,24.00,-1,,,0100,,,-210
1252,090410131129,,8/30/2012,SALE,27.33,-2,,,9490,,,-7
1253,090410131129,,8/30/2012,SALE,27.33,-2,,,9490,,,-9
1254,090410131129,,8/30/2012,VOID,27.33,2,,,9490,,,-7
1255,120402104529,,8/31/2012,SALE,28.00,-5,,,2368,,,-1226
1256,071219103209,,8/31/2012,SALE,29.00,-1,,,0808,,,-135
1257,110108090739,,8/31/2012,SALE,48.00,-10,,,6366,,,-3654
1258,120402104529,,9/1/2012,SALE,25.00,-5,,,1074,,,-1231
1259,110406111749,,9/1/2012,SALE,20.00,-10,,,9490,,,-588
1260,110406111749,,9/2/2012,SALE,19.50,-10,,,5201,,,-598
1261,120802084819,,9/2/2012,SALE,21.00,-10,,,5201,,,-13
1262,111123123129,,9/3/2012,SALE,48.75,-1,,,88006,,,-709
1263,071008114339,,9/3/2012,SALE,24.00,-1,,,0100,,,-211
1264,071008114339,,9/3/2012,VOID,24.00,1,,,0100,,,-210
1265,071008114339,,9/3/2012,SALE,24.00,-1,,,0100,,,-211
1266,071008114339,,9/3/2012,VOID,24.00,1,,,0100,,,-210
1267,071008114339,,9/3/2012,SALE,24.00,-1,,,0100,,,-211
1268,111123123129,,9/4/2012,SALE,48.75,-6,,,2613,,,-715
1269,111123123129,,9/4/2012,SALE,46.25,-1,,,0808,,,-716
1270,120319124519,,9/5/2012,SALE,65.00,-1,,,8198,,,-15
1271,111123123129,,9/5/2012,SALE,46.25,-6,,,8198,,,-722
1272,111123123129,,9/5/2012,SALE,48.75,-1,,,2892,,,-723
1273,071008114339,,9/5/2012,SALE,25.00,-1,,,32071,,,-212
1274,071008114339,,9/5/2012,SALE,23.00,-1,,,0100,,,-213
1275,111123123129,,9/6/2012,SALE,42.50,-5,,,313400,,,-728
1276,071008114339,,9/6/2012,SALE,23.00,-1,,,2220,,,-214
1277,071219103209,,9/6/2012,SALE,0.00,-1,,,2220,,,-136
1278,120402104529,,9/6/2012,SALE,25.00,-1,,,0680,,,-1232
1279,120402104529,,9/6/2012,VOID,25.00,1,,,0680,,,-1231
1280,090410131129,,9/7/2012,SALE,28.00,-4,,,4604,,,-11
1281,111123123129,,9/7/2012,SALE,46.25,-2,,,4604,,,-730
1282,120726094729,,9/7/2012,SALE,12.00,-5,,,4604,,,-50
1283,111123123129,,9/7/2012,SALE,48.75,-3,,,0430,,,-733
1284,070129120139,,9/7/2012,SALE,27.00,-2,,,9977,,,-155
1285,070423092559,,9/7/2012,SALE,24.00,-2,,,9977,,,-894
1286,090323095759,,9/7/2012,SALE,3.50,-2,,,9093,,,-23
1287,090323095759,,9/7/2012,VOID,3.50,2,,,9093,,,-21
1288,090323095759,,9/7/2012,SALE,3.50,-1,,,9093,,,-22
1289,070423092559,,9/8/2012,SALE,24.00,-4,,,6100,,,-898
1290,070129120139,,9/8/2012,SALE,25.00,-1,,,6100,,,-156
1291,120402104529,,9/8/2012,SALE,25.00,-3,,,4767,,,-1234
1292,111123123129,,9/8/2012,SALE,48.75,-2,,,88006,,,-735
1293,070423092559,,9/8/2012,SALE,22.00,-2,,,9005,,,-900
1294,070423092559,,9/8/2012,SALE,22.00,-2,,,9005,,,-902
1295,070423092559,,9/8/2012,VOID,22.00,2,,,9005,,,-900
1296,120402104529,,9/8/2012,SALE,24.00,-4,,,5488,,,-1238
1297,071008114339,,9/9/2012,SALE,25.00,-1,,,0100,,,-215
1298,120209083659,,9/10/2012,SALE,112.00,-1,,,5201,,,-80
1299,120402104529,,9/10/2012,SALE,24.00,-3,,,2368,,,-1241
1300,111121114959,,9/10/2012,SALE,42.00,-1,,,5488,,,-61
1301,090323095759,,9/10/2012,SALE,3.50,-1,,,9093,,,-23
1302,071008114339,,9/10/2012,SALE,23.00,-1,,,0100,,,-216
1303,120802084819,,9/11/2012,SALE,24.00,-1,,,32071,,,-14
1304,071008114339,,9/11/2012,SALE,28.00,-1,,,0100,,,-217
1305,111123123129,,9/11/2012,SALE,48.75,-6,,,8198,,,-741
1306,120319124519,,9/11/2012,SALE,65.00,-1,,,8198,,,-16
1307,120402104529,,9/11/2012,SALE,28.00,-10,,,1074,,,-1251
1308,120402104529,,9/11/2012,SALE,23.00,-10,,,5488,,,-1261
1309,120427131039,,9/12/2012,SALE,27.00,-52,,,1570,,,-54
1310,111123123129,,9/12/2012,SALE,48.50,-1,,,2892,,,-742
1311,090323095759,,9/12/2012,SALE,4.00,-2,,,9093,,,-25
1312,111123123129,,9/13/2012,SALE,46.25,-4,,,5201,,,-746
1313,120402104529,,9/13/2012,SALE,25.00,-40,,,1074,,,-1301
1314,120726094729,,9/13/2012,SALE,15.00,-60,,,1074,,,-110
1315,090323095759,,9/13/2012,SALE,4.00,-2,,,9093,,,-27
1316,071008114339,,9/13/2012,SALE,28.00,-1,,,0100,,,-218
1317,111123123129,,9/14/2012,SALE,46.25,-5,,,1074,,,-751
1318,071008114339,,9/14/2012,SALE,23.00,-1,,,0808,,,-219
1319,070129121149,,9/14/2012,SALE,25.00,-2,,,6100,,,-108
1320,070129120139,,9/14/2012,SALE,25.00,-2,,,6100,,,-158
1321,070423092559,,9/14/2012,SALE,22.00,-2,,,6100,,,-902
1322,090323095759,,9/14/2012,SALE,4.00,-1,,,9093,,,-28
1323,120802084819,,9/15/2012,SALE,23.00,-4,,,1074,,,-18
1324,100913153649,,9/15/2012,SALE,4.00,-30,,,1074,,,-825
1325,120209083659,,9/15/2012,SALE,112.00,-2,,,1074,,,-82
1326,111123123129,,9/15/2012,SALE,46.25,-3,,,88006,,,-754
1327,090323095759,,9/15/2012,SALE,3.50,-2,,,9093,,,-30
1328,071008114339,,9/15/2012,SALE,22.00,-1,,,0100,,,-220
1329,071008114339,,9/17/2012,SALE,25.00,-1,,,0100,,,-221
1330,090323095759,,9/17/2012,SALE,3.50,-1,,,9093,,,-31
1331,111123123129,,9/18/2012,SALE,43.75,-15,,,5201,,,-769
1332,070129130429,,9/18/2012,SALE,45.00,-1,,,1074,,,-31
1333,111123123129,,9/18/2012,SALE,46.25,-7,,,0430,,,-776
1334,120402104529,,9/18/2012,SALE,23.00,-10,,,5488,,,-1311
1335,090323095759,,9/18/2012,SALE,3.50,-4,,,9093,,,-35
1336,071008114339,,9/18/2012,SALE,25.00,-1,,,0100,,,-222
1337,120402104529,,9/19/2012,SALE,28.00,-3,,,2368,,,-1314
1338,111123123129,,9/19/2012,SALE,46.25,-6,,,8198,,,-782
1339,120319124519,,9/19/2012,SALE,65.00,-1,,,8198,,,-17
1340,111123123129,,9/19/2012,SALE,46.00,-1,,,88006,,,-783
1341,090323095759,,9/19/2012,SALE,3.50,-2,,,9093,,,-37
1342,071008114339,,9/20/2012,SALE,23.00,-1,,,2220,,,-223
1343,071008114339,,9/20/2012,SALE,23.00,-1,,,0100,,,-224
1344,120402104529,,9/20/2012,SALE,22.50,-10,,,5488,,,-1324
1345,120402104529,,9/21/2012,SALE,25.00,-3,,,4767,,,-1327
1346,111121111129,,9/21/2012,SALE,3.50,-5,,,2892,,,-54
1347,090323095759,,9/21/2012,SALE,3.50,-2,,,9093,,,-39
1348,070129121149,,9/21/2012,SALE,27.00,-2,,,6100,,,-110
1349,070129120139,,9/21/2012,SALE,27.00,-2,,,6100,,,-160
1350,110108090739,,9/21/2012,SALE,49.00,-50,,,8882,,,-3704
1351,111123123129,,9/21/2012,SALE,46.25,-50,,,8882,,,-833
1352,111123123129,,9/21/2012,SALE,46.25,-100,,,8882,,,-933
1353,111123123129,,9/21/2012,SALE,46.25,-70,,,8882,,,-1003
1354,071008114339,,9/22/2012,SALE,25.00,-1,,,2220,,,-225
1355,071008114339,,9/22/2012,VOID,25.00,1,,,2220,,,-224
1356,071008114339,,9/22/2012,SALE,25.00,-1,,,2220,,,-225
1357,070129121149,,9/22/2012,SALE,27.00,-2,,,9005,,,-112
1358,080517152709,,9/22/2012,SALE,27.00,-2,,,9005,,,-13
1359,071008114339,,9/22/2012,SALE,25.00,-1,,,0100,,,-226
1360,071008114339,,9/22/2012,VOID,25.00,1,,,0100,,,-225
1361,071008114339,,9/22/2012,SALE,25.00,-1,,,0100,,,-226
1362,071008114339,,9/22/2012,VOID,25.00,1,,,0100,,,-225
1363,071008114339,,9/22/2012,SALE,25.00,-1,,,0100,,,-226
1364,111123123129,,9/24/2012,SALE,46.25,-5,,,0430,,,-1008
1365,111123123129,,9/24/2012,SALE,46.25,-7,,,2613,,,-1015
1366,090323095759,,9/24/2012,SALE,3.50,-1,,,9093,,,-40
1367,071008114339,,9/24/2012,SALE,23.00,-1,,,0100,,,-227
1368,071008114339,,9/25/2012,SALE,23.00,-1,,,32071,,,-228
1369,111123123129,,9/25/2012,SALE,46.25,-6,,,8198,,,-1021
1370,120319124519,,9/25/2012,SALE,65.00,-1,,,8198,,,-18
1371,080829100449,,9/25/2012,SALE,12.00,-1,,,8198,,,-714
1372,071008114339,,9/25/2012,SALE,23.00,-1,,,0100,,,-229
1373,071008114339,,9/26/2012,SALE,25.00,-1,,,0100,,,-230
1374,090323095759,,9/26/2012,SALE,3.50,-2,,,9093,,,-42
1375,111123123129,,9/26/2012,SALE,45.00,-2,,,9292,,,-1023
1376,120402104529,,9/27/2012,SALE,25.00,-1,,,0680,,,-1328
1377,070129130429,,9/27/2012,SALE,40.00,-1,,,2613,,,-32
1378,120726094729,,9/27/2012,SALE,15.00,-10,,,0072,,,-120
1379,090323095759,,9/27/2012,SALE,3.50,-2,,,9093,,,-44
1380,070129130429,,9/27/2012,SALE,40.00,-1,,,2613,,,-33
1381,080517152339,,9/27/2012,SALE,13.00,-4,,,4471,,,-56
1382,111123123129,,9/27/2012,SALE,46.25,-5,,,4471,,,-1028
1383,111123123129,,9/28/2012,SALE,46.25,-1,,,6257,,,-1029
1384,090323095759,,9/28/2012,SALE,3.50,-2,,,9093,,,-46
1385,070129120139,,9/29/2012,SALE,27.00,-1,,,6100,,,-161
1386,070129121149,,9/29/2012,SALE,27.00,-1,,,6100,,,-113
1387,111123123129,,9/29/2012,SALE,46.00,-3,,,88006,,,-1032
1388,071008114339,,9/29/2012,SALE,24.00,-1,,,0100,,,-231
1389,090323095759,,9/29/2012,SALE,3.50,-1,,,9093,,,-47
1390,101023094029,,9/30/2012,SALE,29.50,-10,,,5201,,,-15
1391,090323095759,,10/1/2012,SALE,3.50,-3,,,9093,,,-50
1392,111123123129,,10/1/2012,SALE,46.25,-1,,,5488,,,-1033
1393,111121111559,,10/1/2012,SALE,195.00,-1,,,5488,,,-33
1394,111123123129,,10/1/2012,SALE,46.25,-1,,,5488,,,-1034
1395,111123123129,,10/1/2012,VOID,46.25,1,,,5488,,,-1033
1396,111123123129,,10/1/2012,SALE,46.25,-5,,,2613,,,-1038
1397,071008114339,,10/1/2012,SALE,24.00,-1,,,0100,,,-232
1398,120402104529,,10/1/2012,SALE,32.00,-5,,,2368,,,-1333
1399,111123123129,,10/2/2012,SALE,46.25,-7,,,8198,,,-1045
1400,120319124519,,10/2/2012,SALE,65.00,-1,,,8198,,,-19
1401,070129120139,,10/2/2012,SALE,10.00,-21,,,2613,,,-182
1402,090323095759,,10/2/2012,SALE,3.50,-2,,,9093,,,-52
1403,110108090739,,10/3/2012,SALE,52.00,-5,,,9005,,,-3709
1404,071008114339,,10/3/2012,SALE,24.00,-1,,,0100,,,-233
1405,071219103209,,10/3/2012,SALE,34.00,-95,,,5478,,,-231
1406,071008114339,,10/3/2012,SALE,22.00,-5,,,5478,,,-238
1407,090323095759,,10/3/2012,SALE,39.50,-1,,,5478,,,-53
1408,120319124519,,7/2/2012,VOID,79.00,1,,,2100,,,-18
1409,071008114339,,7/2/2012,VOID,24.00,1,,,0100,,,-237
1410,071219103209,,7/2/2012,VOID,27.00,1,,,0100,,,-230
1411,111121114959,,7/3/2012,VOID,43.00,27,,,5201,,,-34
1412,071219103209,,7/3/2012,VOID,25.00,1,,,5488,,,-229
1413,070423092559,,7/3/2012,VOID,26.00,2,,,0100,,,-900
1414,120209083659,,10/4/2012,SALE,120.00,-30,,,5478,,,-125
1415,120209083659,,10/4/2012,SALE,112.00,-13,,,5478,,,-125
1416,070129120139,,10/5/2012,SALE,27.00,-2,,,6100,,,-184
1417,070129121149,,10/5/2012,SALE,27.00,-2,,,6100,,,-115
1418,121005083759,,10/5/2012,SALE,20.00,-30,,,6100,,,-30
1419,071008114339,,10/5/2012,SALE,24.00,-1,,,0100,,,-238
1420,071219103209,,10/5/2012,SALE,29.00,-1,,,0808,,,-230
1421,111123123129,,10/6/2012,SALE,46.25,-2,,,88006,,,-1047
1422,110217134759,,10/6/2012,SALE,125.00,-1,,,3401,,,-2
1423,071008114339,,10/6/2012,SALE,25.00,-1,,,0100,,,-239
1424,120726094729,,10/6/2012,SALE,15.00,-30,,,1074,,,-150
1425,070129130429,,10/6/2012,SALE,50.00,-1,,,1074,,,-34
1426,111123123129,,10/8/2012,SALE,48.00,-2,,,2892,,,-1049
1427,090323095759,,10/8/2012,SALE,3.50,-4,,,9093,,,-57
1428,071219103209,,10/8/2012,SALE,20.00,-1,,,2220,,,-231
1429,120726094729,,10/9/2012,SALE,14.50,-20,,,4604,,,-170
1430,071008114339,,10/9/2012,SALE,24.00,-1,,,0100,,,-240
1431,090323095759,,10/9/2012,SALE,5.00,-2,,,9093,,,-59
1432,111123123129,,10/10/2012,SALE,49.99,-8,,,8198,,,-1057
1433,120319124519,,10/10/2012,SALE,65.00,-1,,,8198,,,-19
1434,080829100449,,10/10/2012,SALE,6.00,-2,,,8198,,,-716
1435,071008114339,,10/10/2012,SALE,24.00,-1,,,32071,,,-241
1436,111123123129,,10/10/2012,SALE,46.25,-10,,,2613,,,-1067
1437,071008114339,,10/10/2012,SALE,24.00,-1,,,0100,,,-242
1438,071008114339,,10/10/2012,VOID,24.00,1,,,0100,,,-241
1439,071008114339,,10/10/2012,SALE,24.00,-1,,,0100,,,-242
1440,071008114339,,10/11/2012,SALE,24.00,-1,,,0100,,,-243
1441,111123123129,,10/12/2012,SALE,46.25,-1,,,88006,,,-1068
1442,081219114749,,10/12/2012,SALE,20.00,-2,,,9093,,,-101
1443,070129151429,,10/12/2012,SALE,23.00,-1,,,0100,,,-710
1444,070129121149,,10/13/2012,SALE,27.00,-2,,,6100,,,-117
1445,070129120139,,10/13/2012,SALE,27.00,-2,,,6100,,,-186
1446,090323095759,,10/13/2012,SALE,4.50,-3,,,9093,,,-62
1447,120402104529,,10/13/2012,SALE,25.00,-30,,,1074,,,-1363
1448,110108090739,,10/13/2012,SALE,49.00,-9,,,1074,,,-3718
1449,111123123129,,10/14/2012,SALE,53.46,-5,,,1074,,,-1073
1450,071008114339,,10/14/2012,SALE,24.00,-1,,,0100,,,-244
1451,111123123129,,10/15/2012,SALE,49.95,-2,,,2613,,,-1075
1452,090601104109,,10/15/2012,SALE,20.00,-1,,,2613,,,-2
1453,111121114959,,10/15/2012,SALE,42.00,-1,,,5488,,,-35
1454,111123123129,,10/15/2012,SALE,43.75,-10,,,5201,,,-1085
1455,070129121149,,10/15/2012,SALE,25.00,-2,,,0430,,,-119
1456,071008114339,,10/15/2012,SALE,24.00,-1,,,0100,,,-245
1457,090323095759,,10/15/2012,SALE,3.50,-3,,,9093,,,-65
1458,111123123129,,10/16/2012,SALE,46.25,-4,,,8198,,,-1089
1459,071008114339,,10/16/2012,SALE,24.00,-1,,,0100,,,-246
1460,090323095759,,10/17/2012,SALE,3.50,-2,,,9093,,,-67
1461,090323095759,,10/17/2012,SALE,3.50,-2,,,9093,,,-69
1462,090323095759,,10/17/2012,VOID,3.50,2,,,9093,,,-67
1463,120427131039,,10/18/2012,SALE,28.00,-1,,,5488,,,-55
1464,071008114339,,10/18/2012,SALE,24.00,-1,,,0100,,,-247
1465,090323095759,,10/18/2012,SALE,3.50,-2,,,9093,,,-69
1466,070129120139,,10/19/2012,SALE,27.00,-3,,,6100,,,-189
1467,070129120139,,10/19/2012,SALE,26.00,-2,,,0140,,,-191
1468,111123123129,,10/19/2012,SALE,53.56,-10,,,1074,,,-1099
1469,081219114749,,10/19/2012,SALE,30.00,-1,,,4767,,,-102
1470,120402104529,,10/20/2012,SALE,25.00,-10,,,1552,,,-1373
1471,110611114709,,10/20/2012,SALE,7.75,-5,,,1552,,,-274
1472,120427131039,,10/20/2012,SALE,27.00,-72,,,1570,,,-127
1473,111123123129,,10/20/2012,SALE,49.99,-2,,,2892,,,-1101
1474,090323095759,,10/20/2012,SALE,3.50,-3,,,9093,,,-72
1475,071008114339,,10/20/2012,SALE,24.00,-1,,,0100,,,-248
1476,070129151429,,10/20/2012,SALE,23.00,-2,,,0100,,,-712
1477,070129120139,,10/21/2012,SALE,27.00,-3,,,6100,,,-194
1478,071008114339,,10/22/2012,SALE,24.00,-1,,,0100,,,-249
1479,071219103209,,10/22/2012,SALE,29.00,-1,,,0100,,,-232
1480,071008114339,,10/22/2012,SALE,24.00,-1,,,0808,,,-250
1481,111123123129,,10/22/2012,SALE,49.99,-7,,,2613,,,-1108
1482,070129120139,,10/22/2012,SALE,25.00,-11,,,2613,,,-207
1483,070129120139,,10/22/2012,SALE,0.00,-2,,,2613,,,-207
1484,111123123129,,10/23/2012,SALE,49.99,-6,,,8198,,,-1114
1485,071008114339,,10/23/2012,SALE,24.00,-1,,,32071,,,-251
1486,121005083759,,10/23/2012,SALE,19.75,-124,,,1570,,,-154
1487,110108090739,,10/23/2012,SALE,49.00,-20,,,1074,,,-3738
1488,071008114339,,10/23/2012,SALE,24.00,-1,,,0100,,,-252
1489,070129151429,,10/23/2012,SALE,23.00,-2,,,0100,,,-714
1490,110611114709,,10/24/2012,SALE,7.75,-10,,,6005,,,-284
1491,120402104529,,10/24/2012,SALE,28.00,-1,,,0680,,,-1374
1492,071008114339,,10/25/2012,SALE,24.00,-1,,,0100,,,-253
1493,070129120139,,10/26/2012,SALE,27.00,-2,,,6100,,,-209
1494,070129121149,,10/26/2012,SALE,25.00,-2,,,6100,,,-121
1495,090323095759,,10/26/2012,SALE,3.50,-1,,,9093,,,-73
1496,111123123129,,10/26/2012,SALE,43.75,-1,,,13400,,,-1115
1497,120305085649,,10/26/2012,SALE,80.00,-1,,,13400,,,-4
1498,090323095759,,10/27/2012,SALE,3.50,-3,,,9093,,,-76
1499,071008114339,,10/28/2012,SALE,24.00,-1,,,0100,,,-254
1500,100922133409,,10/29/2012,SALE,20.00,-1,,,3401,,,-1
1501,111123123129,,10/29/2012,SALE,49.99,-6,,,8198,,,-1121
1502,120427131039,,10/29/2012,SALE,30.00,-1,,,32071,,,-128
1503,111123123129,,10/29/2012,SALE,49.99,-5,,,0430,,,-1126
1504,070129151429,,10/29/2012,SALE,23.00,-2,,,0100,,,-716
1505,071008114339,,10/30/2012,SALE,24.00,-1,,,2220,,,-255
1506,100922133409,,10/30/2012,SALE,15.00,-1,,,3401,,,-2
1507,071008114339,,10/30/2012,SALE,24.00,-1,,,0100,,,-256
1508,111121114959,,10/31/2012,SALE,42.00,-1,,,5488,,,-36
1509,111123123129,,10/31/2012,SALE,49.99,-1,,,5488,,,-1127
1510,120802084819,,10/31/2012,SALE,23.00,-5,,,1074,,,-23
1511,110108090739,,10/31/2012,SALE,47.00,-10,,,43180,,,-3748
1512,071008114339,,10/31/2012,SALE,24.00,-1,,,0100,,,-257
1513,070129151429,,10/31/2012,SALE,23.00,-2,,,0100,,,-718
1514,111123123129,,10/31/2012,SALE,49.99,-4,,,2613,,,-1131
1515,070129120139,,11/1/2012,SALE,25.00,-4,,,0430,,,-213
1516,070129151429,,11/1/2012,SALE,23.00,-1,,,0808,,,-719
1517,070129121149,,11/2/2012,SALE,27.00,-2,,,6100,,,-123
1518,070129120139,,11/2/2012,SALE,27.00,-1,,,6100,,,-214
1519,090323095759,,11/2/2012,SALE,3.50,-2,,,9093,,,-78
1520,090323095759,,11/2/2012,SALE,4.00,-2,,,9093,,,-80
1521,090323095759,,11/2/2012,VOID,3.50,2,,,9093,,,-78
1522,111123123129,,11/3/2012,SALE,49.99,-5,,,5201,,,-1136
1523,090309075549,,11/3/2012,SALE,29.99,-3,,,4604,,,-3
1524,090410131129,,11/3/2012,SALE,32.00,-1,,,4604,,,-12
1525,120402104529,,11/3/2012,SALE,28.00,-5,,,5488,,,-1379
1526,090323095759,,11/3/2012,SALE,3.50,-3,,,9093,,,-81
1527,071008114339,,11/3/2012,SALE,24.00,-1,,,0100,,,-258
1528,070129120139,,11/3/2012,SALE,27.00,-2,,,9005,,,-216
1529,071008114339,,11/4/2012,SALE,24.00,-1,,,0100,,,-259
1530,120209083659,,11/5/2012,SALE,119.00,-2,,,5201,,,-127
1531,090323095759,,11/5/2012,SALE,4.00,-1,,,9093,,,-82
1532,111123123129,,11/6/2012,SALE,49.99,-1,,,5488,,,-1137
1533,070129120139,,11/6/2012,SALE,25.00,-9,,,2613,,,-225
1534,070129121149,,11/6/2012,SALE,0.00,-1,,,2613,,,-124
1535,120427131039,,11/6/2012,SALE,30.00,-1,,,9093,,,-129
1536,070129151429,,11/6/2012,SALE,23.00,-2,,,0100,,,-721
1537,111123123129,,11/6/2012,SALE,50.00,-1,,,0074,,,-1138
1538,111123123129,,11/7/2012,SALE,49.99,-1,,,2892,,,-1139
1539,120402104529,,11/7/2012,SALE,32.00,-1,,,0680,,,-1380
1540,111123123129,,11/7/2012,SALE,49.99,-6,,,8198,,,-1145
1541,071008114339,,11/7/2012,SALE,24.00,-1,,,0100,,,-260
1542,090323095759,,11/8/2012,SALE,4.00,-2,,,9093,,,-84
1543,070129151429,,11/8/2012,SALE,23.00,-2,,,0100,,,-723
1544,120427131039,,11/9/2012,SALE,27.00,-70,,,8882,,,-199
1545,070129121149,,11/9/2012,SALE,27.00,-2,,,6100,,,-126
1546,071008114339,,11/9/2012,SALE,24.00,-1,,,0100,,,-261
1547,070129151429,,11/9/2012,SALE,23.00,-2,,,0100,,,-725
1548,070129121149,,11/9/2012,SALE,25.00,-1,,,2613,,,-127
1549,070129121149,,11/10/2012,SALE,25.00,-1,,,2613,,,-128
1550,071008114339,,11/10/2012,SALE,24.00,-1,,,0100,,,-262
1551,081220155739,,11/10/2012,SALE,35.00,-1,,,13400,,,-26
1552,111123123129,,11/10/2012,SALE,49.99,-1,,,13400,,,-1146
1553,111123123129,,11/11/2012,SALE,49.99,-10,,,1074,,,-1156
1554,070129151429,,11/12/2012,SALE,24.00,-10,,,1074,,,-735
1555,111123123129,,11/12/2012,SALE,49.99,-6,,,2613,,,-1162
1556,071008114339,,11/12/2012,SALE,24.00,-1,,,0100,,,-263
1557,111123123129,,11/12/2012,SALE,49.99,-3,,,5201,,,-1165
1558,111123123129,,11/12/2012,VOID,49.99,3,,,5201,,,-1162
1559,111123123129,,11/12/2012,SALE,46.25,-3,,,5201,,,-1165
1560,110108090739,,11/13/2012,SALE,49.00,-5,,,1074,,,-3753
1561,071008114339,,11/13/2012,SALE,24.00,-1,,,32071,,,-264
1562,120427131039,,11/13/2012,SALE,30.00,-1,,,9093,,,-200
1563,070129151429,,11/13/2012,SALE,23.00,-2,,,0100,,,-737
1564,070129120139,,11/13/2012,SALE,15.00,-26,,,2613,,,-251
1565,070129120139,,11/13/2012,VOID,15.00,26,,,2613,,,-225
1566,070129120139,,11/13/2012,SALE,15.00,-25,,,2613,,,-250
1567,111123123129,,11/14/2012,SALE,46.25,-7,,,8198,,,-1172
1568,120319124519,,11/14/2012,SALE,65.00,-1,,,8198,,,-20
1569,071008114339,,11/14/2012,SALE,24.00,-1,,,0100,,,-265
1570,110406111749,,11/15/2012,SALE,21.00,-10,,,1074,,,-608
1571,110406111749,,11/15/2012,SALE,19.00,-5,,,43180,,,-613
1572,070129151429,,11/15/2012,SALE,23.00,-2,,,0100,,,-739
1573,081219114749,,11/16/2012,SALE,30.00,-1,,,2220,,,-103
1574,071008114339,,11/16/2012,SALE,24.00,-1,,,2220,,,-266
1575,110406111749,,11/17/2012,SALE,18.50,-10,,,43180,,,-623
1576,071008114339,,11/17/2012,SALE,24.00,-1,,,0100,,,-267
1577,071008114339,,11/18/2012,SALE,25.00,-1,,,0100,,,-268
1578,070129151429,,11/18/2012,SALE,25.00,-2,,,0100,,,-741
1579,070129151429,,11/19/2012,SALE,21.00,-29,,,5201,,,-770
1580,111123123129,,11/19/2012,SALE,49.99,-5,,,0430,,,-1177
1581,090323095759,,11/19/2012,SALE,4.00,-3,,,9093,,,-87
1582,111123123129,,11/20/2012,SALE,49.99,-1,,,5971,,,-1178
1583,120427131039,,11/20/2012,SALE,30.00,-1,,,32071,,,-201
1584,070129151429,,11/20/2012,SALE,20.50,-134,,,5201,,,-904
1585,071008114339,,11/20/2012,SALE,24.00,-1,,,0100,,,-269
1586,120427131039,,11/21/2012,SALE,27.00,-70,,,1570,,,-271
1587,111123123129,,11/21/2012,SALE,46.25,-6,,,8198,,,-1184
