Inventory_ID,Inventory_UPC,Supplier_ID,Supplier_Input_Date,Supplier_Name,Supplier_Price,Inventory_Qty,Inventory_Who_Created,Inventory_When_Created,Supplier_Invoice_No,VENDOR,IMPORT_ID,LAST_INVENTORY_QTY
837,080829122439,,5/11/2012,SALE,17.00,-100,,,43180,,,-1600
838,070129151429,,5/11/2012,SALE,20.00,-1,,,13400,,,-488
839,070130151559,,5/11/2012,SALE,42.00,-1,,,0100,,,-20
840,081219114749,,5/11/2012,SALE,30.00,-2,,,0100,,,-79
841,081220155739,,5/11/2012,SALE,36.00,-1,,,0100,,,-20
842,080829100449,,5/11/2012,SALE,11.00,-1,,,9255,,,-597
843,070129121149,,5/12/2012,SALE,27.00,-2,,,6100,,,-99
844,081219114749,,5/12/2012,SALE,30.00,-3,,,9255,,,-82
845,120402104529,,5/12/2012,SALE,3.50,-495,,,1074,,,-555
846,090323095759,,5/12/2012,SALE,4.50,-2,,,9093,,,-11
847,081219114749,,5/12/2012,SALE,30.00,-1,,,9093,,,-83
848,080829100449,,5/12/2012,SALE,11.00,-10,,,0100,,,-607
849,110108090739,,5/13/2012,SALE,47.00,-3,,,7256,,,-3293
850,111123123129,,5/14/2012,SALE,50.16,-20,,,1074,,,-456
851,111123123129,,5/14/2012,VOID,50.16,20,,,1074,,,-436
852,111123123129,,5/14/2012,SALE,53.02,-20,,,1074,,,-456
853,080829122439,,5/14/2012,SALE,15.00,-29,,,5201,,,-1629
854,080829100449,,5/14/2012,SALE,11.00,-10,,,0100,,,-617
855,070129151429,,5/14/2012,SALE,20.00,-2,,,0100,,,-490
856,090227090009,,5/14/2012,SALE,75.00,-2,,,0430,,,-55
857,120402104529,,5/15/2012,SALE,3.10,-495,,,43180,,,-1050
858,071008114339,,5/15/2012,SALE,22.00,-1,,,0808,,,-156
859,070129151429,,5/15/2012,SALE,20.00,-2,,,0100,,,-492
860,111121111559,,5/15/2012,SALE,46.00,-1,,,0100,,,-13
861,110324121159,,5/16/2012,SALE,14.00,-59,,,1074,,,-59
862,110324121159,,5/16/2012,VOID,14.00,59,,,1074,,,0
863,110324121159,,5/16/2012,SALE,14.00,-59,,,1074,,,-59
864,111121111129,,5/16/2012,SALE,3.50,-5,,,2892,,,-5
865,090227090009,,5/16/2012,SALE,75.00,-3,,,0430,,,-58
866,070129151429,,5/16/2012,SALE,18.00,-5,,,5201,,,-497
867,080829122439,,5/16/2012,SALE,16.00,-74,,,6100,,,-1703
868,081219114749,,5/16/2012,SALE,30.00,-1,,,9093,,,-84
869,070129151429,,5/16/2012,SALE,20.00,-2,,,0100,,,-499
870,080829100449,,5/16/2012,SALE,11.00,-10,,,0100,,,-627
871,110108090739,,5/17/2012,SALE,47.00,-12,,,6257,,,-3305
872,071219103209,,5/17/2012,SALE,28.00,-1,,,2220,,,-41
873,110406111749,,5/17/2012,SALE,19.50,-10,,,5201,,,-495
874,120402084049,,5/17/2012,SALE,16.50,-11,,,9977,,,-127
875,110108090739,,5/17/2012,SALE,48.00,-45,,,43180,,,-3350
876,110108090739,,5/17/2012,SALE,48.00,-25,,,5201,,,-3375
877,070129151429,,5/17/2012,SALE,20.00,-2,,,0808,,,-501
878,120402104529,,5/17/2012,SALE,3.10,-1,,,3401,,,-1051
879,070129151429,,5/17/2012,SALE,21.00,-1,,,13400,,,-502
880,120209083659,,5/17/2012,SALE,112.00,-5,,,43180,,,-70
881,110217134759,,5/17/2012,SALE,82.00,-1,,,43180,,,-1
882,070129151429,,5/17/2012,SALE,20.00,-2,,,0100,,,-504
883,090323095759,,5/17/2012,SALE,3.00,-2,,,9093,,,-13
884,111123123129,,5/17/2012,SALE,50.16,-1,,,13400,,,-457
885,070129151429,,5/18/2012,SALE,18.00,-20,,,5201,,,-524
886,111123123129,,5/18/2012,SALE,50.16,-1,,,1577,,,-458
887,111121111559,,5/18/2012,SALE,9.00,-1,,,88006,,,-14
888,070423092559,,5/18/2012,SALE,26.00,-3,,,0100,,,-866
889,080829100449,,5/18/2012,SALE,11.00,-5,,,0100,,,-632
890,111123123129,,5/19/2012,SALE,53.00,-20,,,1074,,,-477
891,110406111749,,5/19/2012,SALE,20.00,-10,,,1074,,,-505
892,111123123129,,5/19/2012,SALE,50.16,-5,,,8198,,,-482
893,111121111559,,5/19/2012,SALE,46.00,-1,,,8198,,,-15
894,071008114339,,5/19/2012,SALE,0.00,-3,,,2220,,,-159
895,070129151429,,5/19/2012,SALE,21.00,-2,,,0100,,,-526
896,071008114339,,5/19/2012,SALE,0.00,-3,,,2220,,,-162
897,071008114339,,5/19/2012,VOID,0.00,3,,,2220,,,-159
898,090323095759,,5/19/2012,SALE,3.00,-2,,,9093,,,-15
899,080829100449,,5/20/2012,SALE,11.00,-5,,,0100,,,-637
900,110108090739,,5/21/2012,SALE,48.00,-20,,,5201,,,-3325
901,070129151429,,5/21/2012,SALE,18.00,-20,,,5201,,,-546
902,081219114749,,5/21/2012,SALE,30.00,-1,,,9093,,,-85
903,070129151429,,5/21/2012,SALE,20.00,-2,,,0100,,,-548
904,111123123129,,5/22/2012,SALE,50.16,-4,,,313400,,,-486
905,070129151429,,5/22/2012,SALE,20.00,-3,,,0100,,,-551
906,080829100449,,5/22/2012,SALE,11.00,-6,,,0100,,,-643
907,111121111129,,5/23/2012,SALE,3.50,-5,,,2892,,,-10
908,111121111559,,5/23/2012,SALE,10.00,-1,,,2892,,,-16
909,120319124519,,5/23/2012,SALE,65.00,-1,,,8198,,,-5
910,111123123129,,5/23/2012,SALE,50.16,-5,,,8198,,,-491
911,111123123129,,5/23/2012,SALE,50.16,-5,,,2613,,,-496
912,081219114749,,5/23/2012,SALE,30.00,-3,,,0430,,,-88
913,111123123129,,5/23/2012,SALE,51.50,-3,,,0430,,,-499
914,090323095759,,5/23/2012,SALE,3.00,-2,,,9093,,,-17
915,090323095759,,5/24/2012,SALE,4.50,-2,,,9093,,,-19
916,070129151429,,5/24/2012,SALE,20.00,-3,,,0100,,,-554
917,110108090739,,5/24/2012,SALE,48.00,-2,,,7256,,,-3327
918,070129151429,,5/24/2012,SALE,21.00,-1,,,13400,,,-555
919,070130151559,,5/25/2012,SALE,42.00,-1,,,0100,,,-21
920,080829100449,,5/25/2012,SALE,11.00,-5,,,0100,,,-648
921,070129151429,,5/25/2012,SALE,20.00,-1,,,13400,,,-556
922,100913153649,,5/26/2012,SALE,4.30,-55,,,1074,,,-795
923,111123123129,,5/26/2012,SALE,50.16,-4,,,313400,,,-503
924,071008114339,,5/26/2012,SALE,23.00,-1,,,32071,,,-160
925,071008114339,,5/26/2012,SALE,22.00,-1,,,2220,,,-161
926,111121112209,,5/26/2012,SALE,12.00,-10,,,1074,,,-71
927,070130151559,,5/26/2012,SALE,39.00,-1,,,5488,,,-22
928,071008114339,,5/26/2012,SALE,21.00,-1,,,5488,,,-162
929,070129151429,,5/26/2012,SALE,18.00,-10,,,5201,,,-566
930,070423092559,,5/26/2012,SALE,22.00,-2,,,0100,,,-868
931,070129120139,,5/27/2012,SALE,27.00,-2,,,9005,,,-146
932,070129120139,,5/27/2012,SALE,27.00,-2,,,9977,,,-148
933,070129151429,,5/27/2012,SALE,20.00,-2,,,0808,,,-568
934,080829100449,,5/27/2012,SALE,11.00,-10,,,0100,,,-658
935,110406111749,,5/27/2012,SALE,19.50,-5,,,2601,,,-510
936,110406111749,,5/28/2012,SALE,20.00,-5,,,1074,,,-515
937,110611114709,,5/28/2012,SALE,8.00,-20,,,1074,,,-235
938,081219114749,,5/28/2012,SALE,30.00,-1,,,5971,,,-89
939,111121111559,,5/28/2012,SALE,46.00,-1,,,0100,,,-17
940,070129151429,,5/28/2012,SALE,20.00,-2,,,0100,,,-570
941,111123123129,,5/29/2012,SALE,50.16,-1,,,9292,,,-504
942,111123123129,,5/29/2012,SALE,50.16,-5,,,0100,,,-509
943,080829100449,,5/29/2012,SALE,11.00,-5,,,0100,,,-663
944,111121111559,,5/30/2012,SALE,10.00,-1,,,2892,,,-18
945,110108090739,,5/30/2012,SALE,49.00,-23,,,5201,,,-3350
946,111123123129,,5/30/2012,SALE,50.16,-2,,,5201,,,-511
947,081219114749,,5/30/2012,SALE,30.00,-1,,,9093,,,-90
948,071008114339,,5/31/2012,SALE,29.00,-1,,,2220,,,-163
949,111121114959,,5/31/2012,SALE,42.00,-1,,,5488,,,-26
950,110406111749,,5/31/2012,SALE,19.50,-10,,,43180,,,-525
951,070129151429,,5/31/2012,SALE,20.00,-3,,,0100,,,-573
952,080829100449,,5/31/2012,SALE,11.00,-10,,,0100,,,-673
953,070423092559,,5/31/2012,SALE,26.00,-2,,,0100,,,-870
954,111123123129,,5/31/2012,SALE,50.16,-5,,,0100,,,-516
955,070129151429,,6/1/2012,SALE,20.00,-1,,,0808,,,-574
956,110611114709,,6/1/2012,SALE,7.75,-34,,,5201,,,-269
957,070130151559,,6/1/2012,SALE,42.00,-1,,,0100,,,-23
958,081219114749,,6/1/2012,SALE,30.00,-1,,,9093,,,-91
959,090323095759,,6/1/2012,SALE,3.50,-2,,,9093,,,-21
960,111123123129,,6/2/2012,SALE,50.16,-5,,,8198,,,-521
961,111121112209,,6/2/2012,SALE,13.20,-10,,,1074,,,-81
962,110108090739,,6/2/2012,SALE,47.00,-20,,,6366,,,-3370
963,070129120139,,6/3/2012,SALE,27.00,-1,,,9005,,,-149
964,070129121149,,6/3/2012,SALE,27.00,-1,,,9005,,,-100
965,111123123129,,6/4/2012,SALE,50.16,-7,,,2613,,,-528
966,110108090739,,6/4/2012,SALE,49.00,-20,,,5201,,,-3390
967,111123123129,,6/4/2012,SALE,53.02,-2,,,5201,,,-530
968,081220155739,,6/4/2012,SALE,36.00,-1,,,0100,,,-21
969,080829100449,,6/4/2012,SALE,11.00,-10,,,0100,,,-683
970,070129151429,,6/4/2012,SALE,20.00,-2,,,0100,,,-576
971,080926065529,,6/5/2012,SALE,"2,121.39",-1,,,1074,,,-1
972,070129151429,,6/5/2012,SALE,20.00,-2,,,0100,,,-578
973,111121114959,,6/6/2012,SALE,42.00,-1,,,5488,,,-27
974,111123123129,,6/6/2012,SALE,51.00,-1,,,2892,,,-531
975,111121111559,,6/6/2012,SALE,10.00,-1,,,2892,,,-19
976,111121111129,,6/6/2012,SALE,3.50,-6,,,2892,,,-16
977,110108090739,,6/6/2012,SALE,48.00,-20,,,1074,,,-3410
978,120402104529,,6/6/2012,SALE,24.50,-60,,,43180,,,-1111
979,110108090739,,6/7/2012,SALE,47.00,-20,,,43180,,,-3430
980,111123123129,,6/7/2012,SALE,53.00,-10,,,5201,,,-541
981,071008114339,,6/7/2012,SALE,25.00,-1,,,0808,,,-164
982,070423092559,,6/7/2012,SALE,26.00,-2,,,0100,,,-872
983,070129151429,,6/7/2012,SALE,20.00,-2,,,0100,,,-580
984,071008114339,,6/8/2012,SALE,29.00,-1,,,32071,,,-165
985,080829100449,,6/8/2012,SALE,11.00,-5,,,0100,,,-688
986,070129151429,,6/8/2012,SALE,20.00,-3,,,0100,,,-583
987,080829100449,,6/8/2012,VOID,11.00,5,,,0100,,,-683
988,070129151429,,6/8/2012,VOID,20.00,3,,,0100,,,-580
989,080829100449,,6/8/2012,SALE,11.00,-5,,,0100,,,-688
990,070129151429,,6/8/2012,SALE,20.00,-3,,,0100,,,-583
991,071008114339,,6/8/2012,SALE,29.00,-1,,,2220,,,-166
992,111121114959,,6/9/2012,SALE,42.00,-3,,,5488,,,-30
993,080829100449,,6/9/2012,SALE,11.00,-5,,,0100,,,-693
994,071008114339,,6/10/2012,SALE,30.00,-10,,,5201,,,-176
995,070129120139,,6/10/2012,SALE,27.00,-1,,,3401,,,-150
996,071219103209,,6/10/2012,SALE,28.00,-1,,,3401,,,-42
997,070129151429,,6/11/2012,SALE,21.00,-1,,,0808,,,-584
998,070129151429,,6/11/2012,SALE,21.00,-1,,,3401,,,-585
999,070423092559,,6/11/2012,SALE,26.00,-2,,,0100,,,-874
1000,120402104529,,6/11/2012,SALE,25.00,-60,,,1074,,,-1171
1001,111123123129,,6/12/2012,SALE,50.16,-6,,,8198,,,-547
1002,120319124519,,6/12/2012,SALE,65.00,-1,,,8198,,,-6
1003,120305085649,,6/12/2012,SALE,100.00,-1,,,0808,,,-1
1004,111123123129,,6/12/2012,SALE,50.16,-1,,,5488,,,-548
1005,070129151429,,6/12/2012,SALE,21.00,-2,,,0100,,,-587
1006,120305093629,,6/12/2012,SALE,40.00,-1,,,1228,,,-1
1007,111121111559,,6/13/2012,SALE,10.00,-1,,,2892,,,-20
1008,111121111129,,6/13/2012,SALE,3.50,-5,,,2892,,,-21
1009,111121111559,,6/13/2012,SALE,45.00,-1,,,1074,,,-21
1010,081219114749,,6/13/2012,SALE,30.00,-1,,,1074,,,-92
1011,111121111559,,6/13/2012,VOID,45.00,1,,,1074,,,-20
1012,081219114749,,6/13/2012,VOID,30.00,1,,,1074,,,-91
1013,071008114339,,6/13/2012,SALE,29.00,-1,,,0100,,,-177
1014,120305093629,,6/13/2012,SALE,40.00,-1,,,0100,,,-2
1015,070129151429,,6/13/2012,SALE,21.00,-2,,,0100,,,-589
1016,070129151429,,6/14/2012,SALE,19.00,-30,,,5201,,,-619
1017,070129151429,,6/14/2012,SALE,20.00,-20,,,1074,,,-639
1018,111121111559,,6/14/2012,SALE,45.00,-1,,,0808,,,-21
1019,070423092559,,6/14/2012,SALE,28.00,-2,,,0100,,,-876
1020,111121111559,,6/14/2012,SALE,45.00,-1,,,0100,,,-22
1021,111121114959,,6/15/2012,SALE,42.00,-3,,,5488,,,-33
1022,080829100449,,6/15/2012,SALE,11.00,-5,,,0100,,,-698
1023,080829100449,,6/15/2012,VOID,11.00,5,,,0100,,,-693
1024,080829100449,,6/15/2012,SALE,11.00,-5,,,0100,,,-698
1025,110108090739,,6/15/2012,SALE,49.00,-25,,,5201,,,-3455
1026,110108090739,,6/15/2012,SALE,49.00,-20,,,43180,,,-3475
1027,111121111559,,6/15/2012,SALE,45.00,-1,,,0430,,,-23
1028,111121111559,,6/15/2012,SALE,45.00,-1,,,1074,,,-24
1029,081219114749,,6/15/2012,SALE,30.00,-1,,,1074,,,-92
1030,070129151429,,6/16/2012,SALE,21.00,-3,,,0100,,,-642
1031,070129120139,,6/17/2012,SALE,27.00,-1,,,9005,,,-151
1032,081220155739,,6/17/2012,SALE,45.00,-1,,,0100,,,-22
1033,081219114749,,6/18/2012,SALE,30.00,-1,,,9093,,,-93
1034,071219103209,,6/18/2012,SALE,29.00,-1,,,3401,,,-43
1035,070130151559,,6/18/2012,SALE,50.00,-1,,,0100,,,-24
1036,080829100449,,6/18/2012,SALE,13.00,-5,,,0100,,,-703
1037,070129151429,,6/18/2012,SALE,20.00,-3,,,0100,,,-645
1038,070129151429,,6/19/2012,SALE,0.00,-1,,,13400,,,-646
1039,111123123129,,6/19/2012,SALE,50.16,-6,,,8198,,,-554
1040,081219114749,,6/19/2012,SALE,30.00,-1,,,9093,,,-94
1041,070423092559,,6/19/2012,SALE,19.00,-2,,,0100,,,-878
1042,070129151429,,6/19/2012,SALE,20.00,-1,,,0808,,,-647
1043,111121111559,,6/20/2012,SALE,10.00,-1,,,2892,,,-25
1044,111121111129,,6/20/2012,SALE,3.50,-5,,,2892,,,-26
1045,071008114339,,6/20/2012,SALE,29.00,-1,,,0100,,,-178
1046,070423092559,,6/20/2012,SALE,22.00,-2,,,0100,,,-880
1047,071008114339,,6/20/2012,VOID,29.00,1,,,0100,,,-177
1048,070423092559,,6/20/2012,VOID,22.00,2,,,0100,,,-878
1049,071008114339,,6/20/2012,SALE,29.00,-1,,,0100,,,-178
1050,070423092559,,6/20/2012,SALE,22.00,-2,,,0100,,,-880
1051,110108090739,,6/21/2012,SALE,49.00,-15,,,5201,,,-3490
1052,110108090739,,6/21/2012,SALE,49.00,-34,,,0505,,,-3524
1053,070129151429,,6/22/2012,SALE,22.00,-1,,,3401,,,-648
1054,071008114339,,6/22/2012,SALE,24.00,-1,,,0808,,,-179
1055,071219103209,,6/22/2012,SALE,29.00,-1,,,0808,,,-44
1056,070129151429,,6/22/2012,SALE,20.00,-2,,,0808,,,-650
1057,070129151429,,6/22/2012,SALE,20.00,-2,,,0100,,,-652
1058,111121111559,,6/22/2012,SALE,46.00,-1,,,0100,,,-26
1059,120402104529,,6/23/2012,SALE,25.60,-30,,,0037,,,-1201
1060,070423092559,,6/23/2012,SALE,25.00,-2,,,6100,,,-882
1061,071008114339,,6/23/2012,SALE,28.00,-1,,,32071,,,-180
1062,120427131039,,6/23/2012,SALE,32.00,-1,,,32071,,,-1
1063,070130151559,,6/24/2012,SALE,50.00,-1,,,0100,,,-25
1064,071008114339,,6/26/2012,SALE,23.00,-1,,,0100,,,-181
1065,080829100449,,6/26/2012,SALE,13.00,-10,,,0100,,,-713
1066,070129151429,,6/26/2012,SALE,20.00,-2,,,0100,,,-654
1067,110108090739,,6/27/2012,SALE,49.00,-25,,,5201,,,-3549
1068,070129151429,,6/27/2012,SALE,20.00,-2,,,0100,,,-656
1069,111121111559,,6/28/2012,SALE,10.00,-1,,,2892,,,-27
1070,111121111129,,6/28/2012,SALE,3.50,-5,,,2892,,,-31
1071,111123123129,,6/28/2012,SALE,50.16,-1,,,2892,,,-555
1072,080831143339,,6/28/2012,SALE,42.00,-1,,,2892,,,-11
1073,110108090739,,6/28/2012,SALE,48.00,-15,,,43180,,,-3564
1074,070129151429,,6/28/2012,SALE,21.00,-2,,,0100,,,-658
1075,111123123129,,6/29/2012,SALE,50.16,-6,,,8198,,,-561
1076,120319124519,,6/29/2012,SALE,65.00,-1,,,8198,,,-7
1077,110108090739,,6/29/2012,SALE,48.00,-10,,,6366,,,-3574
1078,120319124519,,7/2/2012,SALE,78.00,-1,,,2100,,,-8
1079,120319124519,,7/2/2012,VOID,78.00,1,,,2100,,,-7
1080,120319124519,,7/2/2012,SALE,79.00,-1,,,2100,,,-8
1081,071008114339,,7/2/2012,SALE,24.00,-1,,,0100,,,-182
1082,071219103209,,7/2/2012,SALE,27.00,-1,,,0100,,,-45
1083,111121114959,,7/3/2012,SALE,43.00,-27,,,5201,,,-60
1084,071219103209,,7/3/2012,SALE,25.00,-1,,,5488,,,-46
1085,120305085649,,7/3/2012,SALE,100.00,-2,,,0430,,,-3
1086,070423092559,,7/3/2012,SALE,26.00,-2,,,0100,,,-884
1087,111121111129,,7/5/2012,SALE,3.50,-6,,,2892,,,-37
1088,111123123129,,7/5/2012,SALE,50.16,-6,,,8198,,,-567
1089,070129151429,,7/5/2012,SALE,20.00,-1,,,0808,,,-659
1090,070129151429,,7/5/2012,SALE,20.00,-3,,,0100,,,-662
1091,111123123129,,7/6/2012,SALE,37.25,-5,,,313400,,,-572
1092,071008114339,,7/6/2012,SALE,22.00,-1,,,32071,,,-183
1093,110108090739,,7/6/2012,SALE,49.00,-20,,,5201,,,-3594
1094,070129151429,,7/6/2012,SALE,20.00,-3,,,0100,,,-665
1095,070129151429,,7/7/2012,SALE,21.00,-1,,,3401,,,-666
1096,070130151559,,7/7/2012,SALE,55.00,-1,,,0100,,,-26
1097,070129151429,,7/7/2012,SALE,21.00,-3,,,0100,,,-669
1098,071008114339,,7/8/2012,SALE,28.00,-1,,,0100,,,-184
1099,111121111559,,7/9/2012,SALE,10.00,-1,,,2892,,,-28
1100,111121111129,,7/9/2012,SALE,3.50,-5,,,2892,,,-42
1101,081219114749,,7/9/2012,SALE,30.00,-1,,,9093,,,-95
1102,071008114339,,7/9/2012,SALE,22.00,-1,,,0100,,,-185
1103,070129151429,,7/9/2012,SALE,20.00,-3,,,0100,,,-672
1104,110406111749,,7/10/2012,SALE,19.50,-20,,,5201,,,-545
1105,110406111749,,7/10/2012,SALE,19.50,-12,,,1074,,,-557
1106,071008114339,,7/10/2012,SALE,22.00,-1,,,0100,,,-186
1107,070129151429,,7/10/2012,SALE,20.00,-3,,,0100,,,-675
1108,110108090739,,7/11/2012,SALE,49.00,-10,,,5201,,,-3604
1109,110108090739,,7/11/2012,SALE,49.00,-30,,,0505,,,-3634
1110,080831143339,,7/12/2012,SALE,37.00,-1,,,88006,,,-12
1111,071219103209,,7/12/2012,SALE,29.00,-1,,,3401,,,-47
1112,070129151429,,7/12/2012,SALE,20.00,-2,,,0808,,,-677
1113,071008114339,,7/12/2012,SALE,23.00,-1,,,0808,,,-187
1114,071219103209,,7/12/2012,SALE,29.00,-1,,,0808,,,-48
1115,111121111559,,7/12/2012,SALE,46.00,-1,,,0100,,,-29
1116,070129130429,,7/12/2012,SALE,45.00,-1,,,5201,,,-25
1117,071219103209,,7/12/2012,SALE,29.00,-10,,,1074,,,-58
1118,070129130429,,7/12/2012,SALE,50.00,-1,,,1074,,,-26
1119,111123123129,,7/13/2012,SALE,50.16,-6,,,8198,,,-578
1120,070130151559,,7/13/2012,SALE,55.00,-1,,,0100,,,-27
1121,071008114339,,7/13/2012,SALE,23.00,-1,,,0100,,,-188
1122,070129151429,,7/13/2012,SALE,20.00,-3,,,0100,,,-680
1123,070129120139,,7/14/2012,SALE,25.00,-1,,,6100,,,-152
1124,070129121149,,7/14/2012,SALE,25.00,-1,,,6100,,,-101
1125,070129151429,,7/14/2012,SALE,20.00,-3,,,0100,,,-683
1126,070423092559,,7/15/2012,SALE,25.00,-2,,,9005,,,-886
1127,071008114339,,7/15/2012,SALE,22.00,-1,,,0100,,,-189
1128,070129151429,,7/16/2012,SALE,22.00,-2,,,13400,,,-685
1129,071008114339,,7/16/2012,SALE,27.00,-1,,,0100,,,-190
1130,071219103209,,7/16/2012,SALE,25.00,-10,,,1074,,,-68
1131,070129151429,,7/17/2012,SALE,22.00,-3,,,0100,,,-688
1132,070129151429,,7/18/2012,SALE,22.00,-3,,,0100,,,-691
1133,071219103209,,7/18/2012,SALE,18.00,-5,,,0505,,,-73
1134,070129130429,,7/18/2012,SALE,45.00,-2,,,5201,,,-28
1135,111121111129,,7/19/2012,SALE,63.00,-2,,,1312,,,-44
1136,071008114339,,7/19/2012,SALE,26.00,-1,,,0100,,,-191
1137,070129151429,,7/19/2012,SALE,22.00,-3,,,0100,,,-694
1138,070129151429,,7/20/2012,SALE,22.00,-2,,,0100,,,-696
1139,070129121149,,7/21/2012,SALE,25.00,-1,,,6100,,,-102
1140,081219114749,,7/21/2012,SALE,30.00,-2,,,9093,,,-97
1141,120305093629,,7/21/2012,SALE,55.00,-1,,,0100,,,-3
1142,070129151429,,7/21/2012,SALE,22.00,-2,,,0100,,,-698
1143,070130151559,,7/21/2012,SALE,57.00,-1,,,0100,,,-28
1144,070421145519,,7/21/2012,SALE,80.00,-1,,,9490,,,-2
1145,070129130429,,7/21/2012,SALE,50.00,-1,,,9490,,,-29
1146,070129121149,,7/21/2012,SALE,25.00,-1,,,9490,,,-103
1147,071219103209,,7/21/2012,SALE,25.00,-30,,,9490,,,-103
1148,111123123129,,7/21/2012,SALE,50.16,-10,,,9490,,,-588
1149,120319124519,,7/21/2012,SALE,65.00,-5,,,9490,,,-13
1150,071008114339,,7/21/2012,SALE,26.00,-1,,,32071,,,-192
1151,111123123129,,7/21/2012,SALE,50.16,-10,,,8198,,,-598
1152,110406111749,,7/22/2012,SALE,22.00,-18,,,9490,,,-575
1153,120209083659,,7/22/2012,SALE,112.00,-5,,,9490,,,-75
1154,080831143339,,7/23/2012,SALE,39.00,-1,,,2892,,,-13
1155,111123123129,,7/23/2012,SALE,50.16,-1,,,2892,,,-599
1156,071219103209,,7/23/2012,SALE,20.00,-10,,,1074,,,-113
1157,081219114749,,7/23/2012,SALE,30.00,-2,,,9490,,,-99
1158,110129081029,,7/23/2012,SALE,32.00,-14,,,9490,,,-24
1159,111123123129,,7/23/2012,SALE,50.16,-1,,,88006,,,-600
1160,111121111559,,7/23/2012,SALE,46.00,-1,,,0100,,,-30
1161,070129151429,,7/23/2012,SALE,22.00,-2,,,0100,,,-700
1162,071008114339,,7/24/2012,SALE,23.00,-1,,,0100,,,-193
1163,120725084759,,7/25/2012,SALE,12.00,-39,,,9490,,,-39
1164,111123123129,,7/25/2012,SALE,50.16,-3,,,5201,,,-603
1165,120402104529,,7/25/2012,SALE,26.00,-10,,,1074,,,-1211
1166,120726094729,,7/26/2012,SALE,15.50,-20,,,9490,,,-20
1167,070129151429,,7/26/2012,SALE,22.00,-2,,,0100,,,-702
1168,070129151429,,7/27/2012,SALE,22.00,-1,,,0808,,,-703
1169,070423092559,,7/28/2012,SALE,25.00,-2,,,6100,,,-888
1170,090131115729,,7/28/2012,SALE,59.00,-1,,,3401,,,-1
1171,111123123129,,7/28/2012,SALE,50.16,-8,,,0430,,,-611
1172,081220155739,,7/28/2012,SALE,29.00,-3,,,0430,,,-25
1173,120725084759,,7/28/2012,SALE,12.00,-2,,,0430,,,-41
1174,070129120139,,7/29/2012,SALE,25.00,-1,,,9005,,,-153
1175,070129121149,,7/29/2012,SALE,25.00,-1,,,9005,,,-104
1176,070423092559,,7/29/2012,SALE,25.00,-2,,,9005,,,-890
1177,070423092559,,7/29/2012,SALE,25.00,-2,,,9977,,,-892
1178,070129151429,,7/29/2012,SALE,22.00,-3,,,0100,,,-706
1179,071008114339,,7/29/2012,SALE,28.00,-1,,,0100,,,-194
1180,111123123129,,7/30/2012,SALE,50.16,-8,,,8198,,,-619
1181,111123123129,,7/30/2012,SALE,50.16,-2,,,5201,,,-621
1182,111123123129,,7/30/2012,SALE,50.16,-2,,,88006,,,-623
1183,070129151429,,7/30/2012,SALE,22.00,-3,,,0100,,,-709
1184,070129130429,,7/31/2012,SALE,50.00,-1,,,8198,,,-30
1185,111123123129,,7/31/2012,SALE,50.16,-8,,,8198,,,-631
1186,071008114339,,7/31/2012,SALE,23.00,-1,,,0808,,,-195
1187,111123123129,,7/30/2012,VOID,50.16,8,,,8198,,,-623
1188,070129130429,,7/31/2012,VOID,50.00,1,,,8198,,,-29
1189,071008114339,,7/31/2012,SALE,25.00,-1,,,0100,,,-196
1190,071219103209,,8/1/2012,SALE,25.00,-10,,,1074,,,-123
1191,111121112209,,8/2/2012,SALE,11.00,-10,,,9490,,,-91
1192,071008114339,,8/2/2012,SALE,23.00,-1,,,0100,,,-197
1193,071008114339,,8/3/2012,SALE,24.00,-1,,,0100,,,-198
1194,111123123129,,8/4/2012,SALE,50.16,-1,,,88006,,,-624
1195,071008114339,,8/5/2012,SALE,23.00,-1,,,0100,,,-199
1196,111123123129,,8/6/2012,SALE,50.16,-1,,,2892,,,-625
1197,111121111129,,8/6/2012,SALE,3.50,-5,,,2892,,,-49
1198,111123123129,,8/6/2012,SALE,48.75,-3,,,0430,,,-628
1199,071008114339,,8/6/2012,SALE,23.00,-1,,,32071,,,-200
1200,110324103759,,8/7/2012,SALE,20.00,-10,,,1074,,,-20
1201,071219103209,,8/7/2012,SALE,20.00,-10,,,1074,,,-133
1202,111123123129,,8/8/2012,SALE,48.75,-5,,,313400,,,-633
1203,111123123129,,8/8/2012,SALE,46.25,-40,,,2209,,,-673
1204,071008114339,,8/8/2012,SALE,24.00,-1,,,0100,,,-201
1205,110108090739,,8/9/2012,SALE,49.00,-10,,,6366,,,-3644
1206,090131115729,,8/9/2012,SALE,59.00,-1,,,3401,,,-2
1207,101023094029,,8/9/2012,SALE,35.00,-1,,,3401,,,-4
1208,071219103209,,8/10/2012,SALE,29.00,-1,,,0100,,,-134
1209,071008114339,,8/10/2012,SALE,24.00,-1,,,0100,,,-202
1210,111123123129,,8/11/2012,SALE,40.00,-2,,,88006,,,-675
1211,111123123129,,8/13/2012,SALE,48.75,-6,,,8198,,,-681
1212,071008114339,,8/13/2012,SALE,24.00,-1,,,0100,,,-203
1213,120815094219,,8/15/2012,SALE,11.00,-10,,,43180,,,-10
1214,120815093119,,8/15/2012,SALE,11.00,-5,,,43180,,,-5
